"doi","experiment_design","mean_es_per_paper","median_es_per_paper","sd_es_per_paper","mad_es_per_paper","num_es_per_paper","median_N_num_per_paper","no_meta_max_N_per_paper","no_meta_min_N_per_paper","no_meta_median_N_per_paper","num_topic","topic","topic_category","topic_for_analysis"
"10.1145/3544548.3581340","between",0.216527870246112,0.21180339887499,0.0416991329408587,0.0572258664418973,6,352.5,727,727,727,"not relevant","all","all","all"
"10.1145/3544548.3581348","between",0.157594861915356,0.14142135623731,0.0684756231283353,0.0614113027574358,3,50,92,50,50,"not relevant","all","all","all"
"10.1145/3544548.3581355","between",0.476615384615385,0.46,0.151071970876849,0.133434,65,60,60,60,60,"not relevant","all","all","all"
"10.1145/3544548.3581355","within",0.433826348711452,0.384487949553291,0.183619331154288,0.236886194139987,13,40,60,40,40,"not relevant","all","all","all"
"10.1145/3544548.3581368","between",0.157524112928295,0.157524112928295,NA,0,1,352.5,1283,1283,1283,"not relevant","all","all","all"
"10.1145/3544548.3581371","between",0.421099060830768,0.516334080516463,0.186011307363512,0.0353964331202085,3,16,16,16,16,"not relevant","all","all","all"
"10.1145/3544548.3581371","within",0.618578075384602,0.618578075384602,0.211476545524471,0.221702814013789,2,16,16,16,16,"not relevant","all","all","all"
"10.1145/3544548.3581374","between",0.482666666666667,0.513,0.135078989237162,0.1289862,3,40,40,40,40,"not relevant","all","all","all"
"10.1145/3544548.3581387","between",0.33,0.34,0.08,0.103782,6,209,209,209,209,"not relevant","all","all","all"
"10.1145/3544548.3581395","within",0.364034971249782,0.270829175019089,0.318632946521926,0.129564595048298,18,54,54,54,54,"not relevant","all","all","all"
"10.1145/3544548.3581413","within",0.659456377113569,0.616295053132372,0.200758689882684,0.244228571175865,13,24,24,21,24,"not relevant","all","all","all"
"10.1145/3544548.3581423","within",0.348978293853728,0.247989886332172,0.261712374751945,0.131020083730762,34,20,20,20,20,"not relevant","all","all","all"
"10.1145/3544548.3581427","between",0.223606797749979,0.223606797749979,0,0,2,90,90,90,90,"not relevant","all","all","all"
"10.1145/3544548.3581430","between",0.262124903988468,0.244948974278318,0.119276164677577,0.0666413492650342,16,18,36,12,18,"not relevant","all","all","all"
"10.1145/3544548.3581439","within",0.839563564832526,0.893308457365092,0.153555783125399,0.104535694737816,41,302.090909090909,1057,18,302.090909090909,"not relevant","all","all","all"
"10.1145/3544548.3581444","between",0.566954085096011,0.566568618968612,0.103142860485871,0.157354330135105,35,60,60,60,60,"not relevant","all","all","all"
"10.1145/3544548.3581447","between",0.536666666666667,0.53,0.0602771377334171,0.0741300000000001,3,12,12,12,12,"not relevant","all","all","all"
"10.1145/3544548.3581447","within",0.785,0.785,0.106066017177982,0.111195,2,15,15,15,15,"not relevant","all","all","all"
"10.1145/3544548.3581448","between",0.134683590237988,0.0774596669241483,0.159043004058663,0.0485378145129185,37,352.5,360,360,360,"not relevant","all","all","all"
"10.1145/3544548.3581448","within",0.523673137024913,0.598331012066064,0.140533850364881,0.100820117899039,15,352.5,360,360,360,"not relevant","all","all","all"
"10.1145/3544548.3581457","between",0.616666666666667,0.57,0.194250697124446,0.177912,3,8,8,8,8,"not relevant","all","all","all"
"10.1145/3544548.3581461","within",0.701827447672004,0.6557438524302,0.148721259092221,0.230905835613014,9,19,19,19,19,"not relevant","all","all","all"
"10.1145/3544548.3581467","between",0.293211845874223,0.3,0.0709472818280484,0.0897790321002912,5,48,48,48,48,"not relevant","all","all","all"
"10.1145/3544548.3581467","within",0.65,0.65,NA,0,1,48,48,48,48,"not relevant","all","all","all"
"10.1145/3544548.3581475","between",0.0491349255014023,0.0380828665642022,0.0499528578955212,0.0376335793484833,117,101,101,101,101,"not relevant","all","all","all"
"10.1145/3544548.3581477","within",0.181424924924925,0.154,0.0892177887013344,0.0340998,12,55.5,100,11,55.5,"not relevant","all","all","all"
"10.1145/3544548.3581496","between",0.468854551189156,0.472609112403179,0.153246013775072,0.127650148656226,15,352.5,400,400,400,"not relevant","all","all","all"
"10.1145/3544548.3581507","within",0.306155281280883,0.306155281280883,0.150126238504955,0.157385820027037,2,51,51,51,51,"not relevant","all","all","all"
"10.1145/3544548.3581529","between",0.304713874578446,0.256904651573303,0.154088286716838,0.117496160759307,11,81,81,81,81,"not relevant","all","all","all"
"10.1145/3544548.3581552","within",0.18418976553285,0.148323969741913,0.0781741351690618,0.0265977278202913,3,126,126,126,126,"not relevant","all","all","all"
"10.1145/3544548.3581557","between",0.366828470634832,0.360555127546399,0.191260451857881,0.144853640433862,11,24,24,24,24,"not relevant","all","all","all"
"10.1145/3544548.3581558","within",0.304366861120232,0.239692152193869,0.237738605346935,0.224634165297008,29,348,348,348,348,"not relevant","all","all","all"
"10.1145/3544548.3581570","between",0.189472207792208,0.15264,0.0688758068697439,0.029889216,6,135,135,115,135,"not relevant","all","all","all"
"10.1145/3290605.3300239","between",0.368460077948723,0.359165699921359,0.103742588963422,0.0707459208343176,12,40,72,40,40,"topic_1","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3290605.3300239","between",0.368460077948723,0.359165699921359,0.103742588963422,0.0707459208343176,12,40,72,40,40,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3290605.3300239","between",0.368460077948723,0.359165699921359,0.103742588963422,0.0707459208343176,12,40,72,40,40,"topic_4","applied computing","applied computing","applied computing"
"10.1145/3290605.3300244","within",0.758723603558912,0.766811580507233,0.132940275135959,0.170842225370418,5,16,16,16,16,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3290605.3300252","between",0.328904157598234,0.305,0.0961599079923983,0.111195,10,53,53,53,53,"topic_1","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3290605.3300252","between",0.328904157598234,0.305,0.0961599079923983,0.111195,10,53,53,53,53,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3290605.3300252","within",0.548460028236108,0.474204175425938,0.136532860210918,0.112996075211061,3,53,53,15,53,"topic_1","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3290605.3300252","within",0.548460028236108,0.474204175425938,0.136532860210918,0.112996075211061,3,53,53,15,53,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3290605.3300255","between",0.98488578017961,0.98488578017961,NA,0,1,30,30,30,30,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3290605.3300255","between",0.98488578017961,0.98488578017961,NA,0,1,30,30,30,30,"topic_3","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3290605.3300256","between",0.250083919835631,0.181451759506893,0.156885350116236,0.0555259786449196,6,352.5,1515,1515,1515,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3290605.3300262","between",0.707106781186548,0.707106781186548,NA,0,1,44,44,44,44,"topic_2","applied computing","applied computing","applied computing"
"10.1145/3290605.3300266","within",0.47116875957559,0.47116875957559,NA,0,1,19,19,19,19,"topic_4","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3290605.3300266","within",0.47116875957559,0.47116875957559,NA,0,1,19,19,19,19,"topic_5","social and professional topics","social and professional topics","social and professional topics"
"10.1145/3290605.3300273","between",0.46512,0.46512,NA,0,1,40,40,40,40,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3290605.3300273","between",0.46512,0.46512,NA,0,1,40,40,40,40,"topic_3","user studies","human centered computing","empirical studies in hci"
"10.1145/3290605.3300276","between",0.223854661369794,0.124704366318977,0.29602088825498,0.162796678894439,7,196,196,196,196,"topic_3","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3290605.3300277","between",0.348375,0.35,0.0498452963821921,0.0637518,8,50,50,50,50,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3290605.3300277","between",0.348375,0.35,0.0498452963821921,0.0637518,8,50,50,50,50,"topic_3","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3290605.3300279","between",0.853580693314932,0.853580693314932,NA,0,1,40,40,40,40,"topic_1","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3290605.3300279","between",0.853580693314932,0.853580693314932,NA,0,1,40,40,40,40,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3290605.3300279","between",0.853580693314932,0.853580693314932,NA,0,1,40,40,40,40,"topic_3","social and professional topics","social and professional topics","social and professional topics"
"10.1145/3290605.3300280","between",0.244948974278318,0.244948974278318,NA,0,1,100,100,100,100,"topic_3","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3290605.3300280","within",0.249632899569112,0.249632899569112,0.209807728078771,0.219953298374269,2,30,30,30,30,"topic_3","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3290605.3300281","within",0.320403390500966,0.320403390500966,0.0606904828698169,0.0636252630414615,2,25,25,25,25,"topic_1","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3290605.3300288","between",0.588172896527473,0.659545297913646,0.208516317853563,0.259929373698276,14,30,30,5,30,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3290605.3300288","between",0.588172896527473,0.659545297913646,0.208516317853563,0.259929373698276,14,30,30,5,30,"topic_3","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3290605.3300288","within",0.926282894152753,0.926282894152753,NA,0,1,30,30,30,30,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3290605.3300288","within",0.926282894152753,0.926282894152753,NA,0,1,30,30,30,30,"topic_3","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3290605.3300296","within",0.403973153248091,0.412310562561766,0.0144408165347825,0,3,350,350,350,350,"topic_1","user studies","human centered computing","empirical studies in hci"
"10.1145/3290605.3300296","within",0.403973153248091,0.412310562561766,0.0144408165347825,0,3,350,350,350,350,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3290605.3300297","between",0.0718145911310659,0.0718145911310659,0.0297047981743573,0.0311412186568208,2,352.5,6383,6383,6383,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3290605.3300302","between",0.514103410459054,0.426643045835593,0.164111169318901,0.0361054894205782,7,40,40,40,40,"topic_1","empirical studies in collaborative and social computing","human centered computing","collaborative and social computing"
"10.1145/3290605.3300302","between",0.514103410459054,0.426643045835593,0.164111169318901,0.0361054894205782,7,40,40,40,40,"topic_2","collaborative and social computing","human centered computing","collaborative and social computing"
"10.1145/3290605.3300302","between",0.514103410459054,0.426643045835593,0.164111169318901,0.0361054894205782,7,40,40,40,40,"topic_3","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3290605.3300318","within",0.264695905260398,0.264575131106459,0.112608840164719,0.121328616081887,13,40,40,40,40,"topic_1","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3290605.3300318","within",0.264695905260398,0.264575131106459,0.112608840164719,0.121328616081887,13,40,40,40,40,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3290605.3300318","within",0.264695905260398,0.264575131106459,0.112608840164719,0.121328616081887,13,40,40,40,40,"topic_4","applied computing","applied computing","applied computing"
"10.1145/3290605.3300323","between",0.411550891069516,0.411550891069516,0.115116150560092,0.120682766281777,2,42,42,42,42,"topic_1","security and privacy","security and privacy","security and privacy"
"10.1145/3290605.3300323","between",0.411550891069516,0.411550891069516,0.115116150560092,0.120682766281777,2,42,42,42,42,"topic_2","security and privacy","security and privacy","security and privacy"
"10.1145/3290605.3300328","within",0.469774518595626,0.447213595499958,0.188426537810988,0.214079111954112,13,36,36,36,36,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3290605.3300328","within",0.469774518595626,0.447213595499958,0.188426537810988,0.214079111954112,13,36,36,36,36,"topic_3","user studies","human centered computing","empirical studies in hci"
"10.1145/3290605.3300331","within",0.314934620654725,0.264575131106459,0.168625368608218,0.0957390893784361,10,12,12,9,12,"topic_1","virtual reality","human centered computing","virtual reality"
"10.1145/3290605.3300331","within",0.314934620654725,0.264575131106459,0.168625368608218,0.0957390893784361,10,12,12,9,12,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3290605.3300338","between",0.682363039819972,0.682363039819972,0.0419686046383911,0.0439980600472159,2,39,39,39,39,"topic_1","security and privacy","security and privacy","security and privacy"
"10.1145/3290605.3300338","between",0.682363039819972,0.682363039819972,0.0419686046383911,0.0439980600472159,2,39,39,39,39,"topic_2","security and privacy","security and privacy","security and privacy"
"10.1145/3290605.3300338","between",0.682363039819972,0.682363039819972,0.0419686046383911,0.0439980600472159,2,39,39,39,39,"topic_3","social and professional topics","social and professional topics","social and professional topics"
"10.1145/3290605.3300338","between",0.682363039819972,0.682363039819972,0.0419686046383911,0.0439980600472159,2,39,39,39,39,"topic_5","applied computing","applied computing","applied computing"
"10.1145/3290605.3300341","within",0.718956209870996,0.777966015103484,0.11479927798038,0.0904851705555572,3,11,11,4,11,"topic_3","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3290605.3300350","within",0.89151085676412,0.934879671401619,0.0945386859875593,0.0435012002397865,15,12,12,12,12,"topic_1","hci theory, concepts and models","human centered computing","hci theory, concepts and models"
"10.1145/3290605.3300350","within",0.89151085676412,0.934879671401619,0.0945386859875593,0.0435012002397865,15,12,12,12,12,"topic_2","human-centered computing","human-centered computing","human-centered computing"
"10.1145/3290605.3300350","within",0.89151085676412,0.934879671401619,0.0945386859875593,0.0435012002397865,15,12,12,12,12,"topic_4","empirical studies in hci","human centered computing","empirical studies in hci"
"10.1145/3290605.3300351","within",0.801618076526971,0.787400787401181,0.0288880045754171,0.0189833855835683,9,26,26,26,26,"topic_2","human-centered computing","human-centered computing","human-centered computing"
